2024-10-29 18:30:49,752: asyncio: INFO: [MLTrader] Executing the initialize lifecycle method
2024-10-29 18:31:04,997: root: INFO: Current backtesting datetime 2023-06-29 08:30:00-04:00
2024-10-29 18:31:05,037: asyncio: INFO: [MLTrader] Executing the before_market_opens lifecycle method
2024-10-29 18:31:05,060: root: INFO: Current backtesting datetime 2023-06-29 09:30:00-04:00
2024-10-29 18:31:05,061: asyncio: INFO: [MLTrader] Executing the before_starting_trading lifecycle method
2024-10-29 18:31:05,109: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-10-29 18:31:05[0m
2024-10-29 18:31:56,218: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:31:56,219: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:31:56,224: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:31:56,226: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:31:56,226: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:31:56,230: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:31:56,242: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:31:56,243: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:31:56,265: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:31:56,269: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:31:56,272: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:31:56,279: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:31:56,295: root: INFO: Current backtesting datetime 2023-07-04 09:29:00-04:00
2024-10-29 18:31:56,298: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:31:56,298: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:31:56,306: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:31:56,308: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:31:56,309: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:31:56,326: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:31:56,347: root: INFO: Current backtesting datetime 2023-07-04 09:29:00-04:00
2024-10-29 18:31:56,359: asyncio: INFO: [MLTrader] Executing the after_market_closes lifecycle method
2024-10-29 18:31:56,375: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:31:56,376: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:31:56,383: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:31:56,388: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:31:56,390: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:31:56,394: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:31:56,406: root: INFO: Current backtesting datetime 2023-07-05 08:30:00-04:00
2024-10-29 18:31:56,475: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:31:56,480: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:31:56,486: asyncio: INFO: [MLTrader] Executing the before_market_opens lifecycle method
2024-10-29 18:31:56,487: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:31:56,487: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:31:56,491: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:31:56,494: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:31:56,495: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:31:56,500: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:31:56,511: root: INFO: Current backtesting datetime 2023-07-05 09:30:00-04:00
2024-10-29 18:31:56,512: asyncio: INFO: [MLTrader] Executing the before_starting_trading lifecycle method
2024-10-29 18:31:56,599: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-10-29 18:31:56[0m
2024-10-29 18:31:56,601: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:31:56,610: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:04,924: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-10-29 18:32:04[0m
2024-10-29 18:32:04,925: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:32:04,925: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:04,929: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:04,931: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:32:04,931: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:04,935: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:05,576: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-10-29 18:32:06,009: root: INFO: Current backtesting datetime 2023-07-05 16:00:00-04:00
2024-10-29 18:32:06,013: root: INFO: Current backtesting datetime 2023-07-06 09:30:00-04:00
2024-10-29 18:32:06,021: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-10-29 18:32:06[0m
2024-10-29 18:32:06,022: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:06,027: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:13,634: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-10-29 18:32:13[0m
2024-10-29 18:32:13,635: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:32:13,635: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:13,639: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:13,641: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:32:13,641: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:13,644: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:13,649: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-10-29 18:32:13,653: root: INFO: Current backtesting datetime 2023-07-06 16:00:00-04:00
2024-10-29 18:32:13,653: root: INFO: Current backtesting datetime 2023-07-07 09:30:00-04:00
2024-10-29 18:32:13,660: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-10-29 18:32:13[0m
2024-10-29 18:32:13,661: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:13,667: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:16,894: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-10-29 18:32:16[0m
2024-10-29 18:32:16,894: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:32:16,895: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:16,898: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:16,899: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:32:16,899: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:16,902: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:16,906: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-10-29 18:32:16,910: root: INFO: Current backtesting datetime 2023-07-07 16:00:00-04:00
2024-10-29 18:32:16,910: root: INFO: Current backtesting datetime 2023-07-08 09:30:00-04:00
2024-10-29 18:32:16,915: asyncio: INFO: [MLTrader] [34mThe market is not currently open, skipping this trading iteration[0m
2024-10-29 18:32:16,916: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:32:16,916: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:16,918: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:16,919: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:32:16,919: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:16,920: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:16,924: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:32:16,925: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:16,927: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:16,928: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:32:16,928: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:16,930: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:16,935: root: INFO: Current backtesting datetime 2023-07-08 09:29:00-04:00
2024-10-29 18:32:16,936: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:32:16,936: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:16,938: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:16,939: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:32:16,939: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:16,942: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:16,947: root: INFO: Current backtesting datetime 2023-07-08 09:29:00-04:00
2024-10-29 18:32:16,947: asyncio: INFO: [MLTrader] Executing the after_market_closes lifecycle method
2024-10-29 18:32:16,947: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:32:16,947: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:16,950: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:16,951: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:32:16,951: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:16,953: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:16,960: root: INFO: Current backtesting datetime 2023-07-10 08:30:00-04:00
2024-10-29 18:32:16,962: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:16,964: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:16,967: asyncio: INFO: [MLTrader] Executing the before_market_opens lifecycle method
2024-10-29 18:32:16,967: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:32:16,967: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:16,969: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:16,970: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:32:16,970: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:16,974: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:16,978: root: INFO: Current backtesting datetime 2023-07-10 09:30:00-04:00
2024-10-29 18:32:16,979: asyncio: INFO: [MLTrader] Executing the before_starting_trading lifecycle method
2024-10-29 18:32:16,985: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-10-29 18:32:16[0m
2024-10-29 18:32:16,986: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:16,990: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:23,557: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-10-29 18:32:23[0m
2024-10-29 18:32:23,558: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:32:23,558: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:23,562: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:23,563: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:32:23,564: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:23,567: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:23,571: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-10-29 18:32:23,576: root: INFO: Current backtesting datetime 2023-07-10 16:00:00-04:00
2024-10-29 18:32:23,577: root: INFO: Current backtesting datetime 2023-07-11 09:30:00-04:00
2024-10-29 18:32:23,585: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-10-29 18:32:23[0m
2024-10-29 18:32:23,586: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:23,590: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:29,036: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-10-29 18:32:29[0m
2024-10-29 18:32:29,036: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:32:29,036: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:29,040: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:29,042: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:32:29,042: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:29,045: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:29,049: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-10-29 18:32:29,302: root: INFO: Current backtesting datetime 2023-07-11 16:00:00-04:00
2024-10-29 18:32:29,303: root: INFO: Current backtesting datetime 2023-07-12 09:30:00-04:00
2024-10-29 18:32:29,307: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-10-29 18:32:29[0m
2024-10-29 18:32:29,308: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:29,311: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:34,378: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-10-29 18:32:34[0m
2024-10-29 18:32:34,379: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:32:34,379: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:34,381: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:34,383: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:32:34,383: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:34,386: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:34,391: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-10-29 18:32:34,396: root: INFO: Current backtesting datetime 2023-07-12 16:00:00-04:00
2024-10-29 18:32:34,397: root: INFO: Current backtesting datetime 2023-07-13 09:30:00-04:00
2024-10-29 18:32:34,402: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-10-29 18:32:34[0m
2024-10-29 18:32:34,402: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:34,406: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:38,736: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-10-29 18:32:38[0m
2024-10-29 18:32:38,736: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:32:38,736: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:38,740: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:38,741: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:32:38,741: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:38,743: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:38,747: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-10-29 18:32:38,749: root: INFO: Current backtesting datetime 2023-07-13 16:00:00-04:00
2024-10-29 18:32:38,750: root: INFO: Current backtesting datetime 2023-07-14 09:30:00-04:00
2024-10-29 18:32:38,756: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-10-29 18:32:38[0m
2024-10-29 18:32:38,757: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:38,760: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:41,432: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-10-29 18:32:41[0m
2024-10-29 18:32:41,433: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:32:41,433: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:41,437: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:41,440: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:32:41,440: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:41,443: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:41,447: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-10-29 18:32:41,453: root: INFO: Current backtesting datetime 2023-07-14 16:00:00-04:00
2024-10-29 18:32:41,455: root: INFO: Current backtesting datetime 2023-07-15 09:30:00-04:00
2024-10-29 18:32:41,461: asyncio: INFO: [MLTrader] [34mThe market is not currently open, skipping this trading iteration[0m
2024-10-29 18:32:41,462: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:32:41,462: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:41,465: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:41,466: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-10-29 18:32:41,466: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-29 18:32:41,469: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
